-0.07415843,-0.115833877,-0.036159969,0.094284621,-0.013072743,-0.075563816,0.071842636,0.093436086,-0.052379363,0.016042616,0.005250311,-0.062491073
-0.074994102,-0.11697291,-0.03744782,0.09511457,-0.013719531,-0.076702849,0.07218631,0.094083339,-0.052871963,0.017331394,0.006384435,-0.062983672
-0.07544891,-0.117592819,-0.038148723,0.095566263,-0.01407154,-0.077322759,0.072372971,0.094434883,-0.053139509,0.01803137,0.007000414,-0.063251219
-0.07544891,-0.117592819,-0.038148723,0.095566263,-0.01407154,-0.077322759,0.072372971,0.094434883,-0.053139509,0.01803137,0.007000414,-0.063251219
-0.07544891,-0.117592819,-0.038148723,0.095566263,-0.01407154,-0.077322759,0.072372971,0.094434883,-0.053139509,0.01803137,0.007000414,-0.063251219
-0.074477282,-0.11662119,-0.038148723,0.094601289,-0.01407154,-0.077322759,0.072372971,0.09523345,-0.054119264,0.01803137,0.007000414,-0.064230974
-0.071134592,-0.1132785,-0.038148723,0.091281494,-0.01407154,-0.077322759,0.072372971,0.097959931,-0.057464359,0.01803137,0.007000414,-0.067576068
-0.070286989,-0.110053729,-0.035771554,0.088062528,-0.01407154,-0.07494559,0.072372971,0.098642202,-0.058301431,0.01803137,0.007000414,-0.06841314
-0.069669312,-0.107014325,-0.03323429,0.085023125,-0.01407154,-0.071906187,0.072372971,0.099052769,-0.058711997,0.01803137,0.006669598,-0.068823707
-0.066631048,-0.104544369,-0.03323429,0.082553168,-0.01407154,-0.06943623,0.072372971,0.102237483,-0.061896711,0.01803137,0.004103498,-0.07200842
-0.065372556,-0.101567392,-0.031280403,0.081530078,-0.01407154,-0.066459253,0.072372971,0.103556635,-0.063215863,0.01803137,0.003040584,-0.073327573
-0.065372556,-0.098237745,-0.027974379,0.081402342,-0.014193152,-0.063129606,0.072372971,0.103685964,-0.063086534,0.018167213,0.003040584,-0.073198244
-0.065372556,-0.095055321,-0.025410124,0.078059652,-0.017375576,-0.059947182,0.072372971,0.106717986,-0.060054512,0.021351926,0.003040584,-0.070166222
-0.065372556,-0.093444925,-0.024112538,0.076368157,-0.018985972,-0.058336786,0.072372971,0.108471067,-0.056890433,0.024536639,0.003040584,-0.06841314
-0.065372556,-0.093444925,-0.024112538,0.076368157,-0.018985972,-0.058336786,0.072372971,0.108471067,-0.053545338,0.027721353,0.003040584,-0.06841314
-0.065372556,-0.090533168,-0.0211807,0.076368157,-0.018985972,-0.055404948,0.072372971,0.111410332,-0.050341167,0.03104699,0.003040584,-0.065473875
-0.065372556,-0.088318359,-0.018950617,0.076368157,-0.018985972,-0.053174865,0.072372971,0.113632989,-0.047163773,0.034096731,0.003040584,-0.063251219
-0.065372556,-0.088318359,-0.018950617,0.076368157,-0.018985972,-0.053174865,0.072372971,0.113632989,-0.044000873,0.036561612,0.003040584,-0.063251219
-0.067758152,-0.09080693,-0.018950617,0.07887389,-0.021491706,-0.055680598,0.072372971,0.115909117,-0.043098511,0.03954096,0.003040584,-0.065641972
-0.070849369,-0.093980342,-0.018950617,0.081965345,-0.024147894,-0.058336786,0.072372971,0.118547421,-0.043098511,0.042179264,0.003040584,-0.06841314
-0.074192059,-0.097162766,-0.018950617,0.084552496,-0.024147894,-0.058336786,0.072372971,0.118547421,-0.043098511,0.042179264,0.003040584,-0.06841314
